Index,Nombre1,Nombre2,Nombre3,Direccion1,Direccion2,Direccion3,Colonia,MunicipioDel,CP,EntreCalle1,EntreCalle2,Estado,NombComp
471,PINTURAS PERITLALPAN,SA DE CV,,BOLIVAR,277,,OBRERA,CUAUHTEMOC,6800,MANUEL M FLORES,FCO RIVAS,CDMX,PINTURAS PERITLALPAN SA DE CV
472,INTERCONTINENTAL LOG,ISTICS CARGO SA DE C,V,ORIENTE 10,MZA 31,LT 20#1,CUCHILLA DEL TESORO,GUSTAVO A MADERO,7900,AV CUCHILLA DEL TESORO,AV 602,CDMX,INTERCONTINENTAL LOGISTICS CARGO  SA DE CV
473,RIBUS TECH SA DE CV,,,CUAUHTEMOC,789,1,NARVARTE,BENITO JUAREZ,3020,,,CDMX,RIBUS TECH  SA DE CV
474,CONNECTION CENTER ME,XICO SA DE CV,,UNIVERSIDAD,468,1,NARVARTE,BENITO JUAREZ,3020,##########,##########,CDMX,CONNECTION CENTER MEXICO  SA DE CV
475,GRUPO INTEGRALLIS DE,MEXICO SA DE CV,,VIADUCTO MIGUEL ALEMAN,936,103,NAPOLES,BENITO JUAREZ,3810,DALLAS,ALTA DENA,CDMX,GRUPO INTEGRALLIS DEMEXICO  SA DE CV
476,GRUPO CONSULTOR Y DI,STRIBUIDOR MEXICANO,SA DE CV,ALICIA,187ALTOS,,COL GUADALUPE TEPEYAC,GUSTAVO A MADERO,7840,HENRY FORD,YOLANDA,CDMX,GRUPO CONSULTOR Y DISTRIBUIDOR MEXICANO  SA DE CV
477,AUDIOMOVIL DE ORIENT,E#SA DE CV,,AV JAVIER ROJO GOMEZ,597,,DR ALFONSO ORTIZ TIR,IZTAPALAPA,9020,ASD,QWE,CDMX,AUDIOMOVIL DE ORIENTE SA DE CV
478,IMPORTADORA Y EXPORT,ADORA M Y G SA DE CV,,OTE 5,327,,REFORMA,NEZAHUALCOYOTL,57840,OTE 4,OTE 3,Estado de Mexico,IMPORTADORA Y EXPORTADORA M Y G  SA DE CV
479,TRANS LOGISTICA RAPI,CUATES SA DE CV,,AV BENITO JUAREZ,33,A,BARRIO CENTRO,SAN AGUSTIN TLAXIACA,42171,CALZADA UNO,ENCINOS,Hidalgo,TRANS LOGISTICA RAPICUATES  SA DE CV
480,"QUIMICA FRAMCE,SA DE",CV,,1ER  RETORNO  DE PANTEON,19,,PUEBLO LA CANDELARIA,COYOACAN,4380,SAN ANTONIO,NAHUATLACAS,CDMX,"QUIMICA FRAMCE, SA DE CV"
481,CONSORCIO ZEIGTE SA,DE CV,,SUR 81 A,206,,CACAMA,IZTAPALAPA,9080,ERMITA IZTAPAERMITA IZTAP,LAS TORRES,CDMX,CONSORCIO ZEIGTE  SA DE CV
482,FERTRUK S SA DE CV,,,CALZADA DE LA NARANJA,175,,SANTIAGO AHUIZOTLA,AZCAPOTZALCO,2750,,,CDMX,FERTRUK S  SA DE CV
483,FRAMRAVI COMERCIALIZ,ADORA SA DE CV,,REDENCION,150,EDL301,SANTIAGO TEPALCATLALPAN,XOCHIMILCO,16200,DELGRADO,GENOVA,CDMX,FRAMRAVI COMERCIALIZADORA  SA DE CV
484,GULARSA COMERCIALIZA,DORA SA DE CV,,AV CAFETALES,1463,7,CAFETALES,COYOACAN,4918,TEPETLAPA,LAS BOMBAS,CDMX,GULARSA COMERCIALIZADORA  SA DE CV
485,FRENOS & CLUTCH TECA,MAC SA DE CV,,CARRETERA MEXICO PACHUCA KM 32 5,18,,LOMA BONITA,TECAMAC,55767,ENTRADA OJO DE AGUA,NUEVO LAREDO,Estado de Mexico,FRENOS & CLUTCH TECAMAC  SA DE CV
486,EQUIA SA DE CV,,,CARMEN,100,1,NATIVITAS,BENITO JUAREZ,3500,DON JUAN1,DON LUIS,CDMX,EQUIA  SA DE CV
487,MBG EJECUTIVOS EN SE,GURIDAD PRIVADA SA D,E CV,CALLE TUXPAN 54,PISO 9,INT 906,ROMA SUR,CUAUHTEMOC,6760,CALLE TEHUANTEPEC,CALLE QUINTANA ROO,CDMX,MBG EJECUTIVOS EN SEGURIDAD PRIVADA  SA DE CV
488,IMPRESIONES FUENTES,HERMANOS SA DE CV,,AV VICENTE RIVA PALACIO,139,,PAVON SECCION SILVIA,NEZAHUALCOYOTL,57610,SERGIO,JULIA,Estado de Mexico,IMPRESIONES FUENTES HERMANOS  SA DE CV
489,ESTRATEGIA EN DISENO,Y CONSTRUCCION ESDI,CO SA DE CV,AV CALZADA GRAL MARIANO ESCOBEDO,510,12 Y 13,ANZURES,MIGUEL HIDALGO,11590,RUZO,EUQUEN,CDMX,ESTRATEGIA EN DISENOY CONSTRUCCION ESDI CO  SA DE CV
490,LAYSE LAMINADOS Y SE,RVICIOS  SA DE CV,,2 ORIENTE,42,,TOLTEPEC ALAMOS,PUEBLA,72350,5 DE MAYO,3 DE MAYO,Puebla,LAYSE LAMINADOS Y SERVICIOS  SA DE CV
491,VILAM SA DE CV,,,14 SUR EDIFICIO,11101,03:00 a. m.,SAN JORGE INFONAVIT,PUEBLA,72587,UNO,DOS,Puebla,VILAM  SA DE CV
492,CONSULTORIA Y CONSTR,UCCIONES IGNASI SA D,E CV,5 ORIENTE,1613,5,BARRIO DE ANALCO,PUEBLA,72000,16 SUR,18 SUR,Puebla,CONSULTORIA Y CONSTRUCCIONES IGNASI  SA DE CV
493,PSI PINTURAS SA DE C,V,,ALTA TENSION,16,,VICENTE ESTRADA CAJIGAL,CUERNAVACA,62460,VIOLETA,GERANIOS,Morelos,PSI PINTURAS  SA DE CV
494,SERVICIOS DE CALIDAD,EN LOGISTICA SA DE,CV,35 SUR,2702 B,303,STA CRUZ LOS ANGELES,PUEBLA,72400,33 SUR,27 PTE,Puebla,SERVICIOS DE CALIDADEN LOGISTICA  SA DE CV
495,VALVULAS DE ORIENTE,SA DE CV,,CITLALTEPETL,2508,,LOS VOLCANES,PUEBLA,72410,25 PONIENTE,27 PONIENTE,Puebla,VALVULAS DE ORIENTE  SA DE CV
496,"ITALCER,SA DE CV",,,CALZ ZAVALETA,5622,,CONCEPCION LA CRUZ,PUEBLA,72197,BOULEVARD ATLIXCO,PRIVADA 51 SUR,Puebla,"ITALCER, SA DE CV"
497,COMERCIO Y SERVICIOS,ANGY  SA DE CV,,JALISCO,701,2,POPULAR EMILIANO ZAPATA,PUEBLA,72470,,,Puebla,COMERCIO Y SERVICIOSANGY  SA DE CV
498,PROMOTORA Y TRANSFOR,MADORA DE ENERGIA# S,#A# DE C#V#,DR ANGEL MARTINEZ VILLARREAL,550,,CHEPEVERA,MONTERREY,64030,,,Nuevo Leon,PROMOTORA Y TRANSFORMADORA DE ENERGIA  SA DE CV
499,MANLO REFACCIONES Y,CONSUMIBLES SA DE CV,,GUERRERO,302,########,A#O DE JUAREZ FOMERR,SAN NICOLAS DE LOS GARZA,66460,LAZARO CARDENAS,NOPAL,Nuevo Leon,MANLO REFACCIONES Y CONSUMIBLES  SA DE CV
500,PROYECTOS Y CONSTRUC,CIONES COPASA SA DE,CV,ANILLO PERIFERICO,628,,COLINAS DE SAN JERON,MONTERREY,64630,ANTONIO CASO,CAM A LOS NANDU,Nuevo Leon,PROYECTOS Y CONSTRUCCIONES COPASA  SA DE CV
501,EMPRESA MUNDIAL MEXI,CANA SA DE CV,,FAMA,354,,EL MILAGRO,APODACA,66634,REYNALDO SANCHEZ,JOSE JULIAN GARCIA,Nuevo Leon,EMPRESA MUNDIAL MEXICANA  SA DE CV
502,DISPOSITIVOS Y MAQUI,NADOS INDUSTRIALES S,A DE CV,OCAMPO,540,,APODACA CENTRO,APODACA,66600,,,Nuevo Leon,DISPOSITIVOS Y MAQUINADOS INDUSTRIALES  SA DE CV
503,FLY PRODUCCIONES SA,DE CV,,BLV ACAPULCO,3940,,VALLE DE LAS BRISAS,MONTERREY,64790,,,Nuevo Leon,FLY PRODUCCIONES  SA DE CV
504,VENTA VET SA DE CV,,,AV LAZARO CARDENAS,2909,L3,VALLE DEL MARQUEZ FO,MONTERREY,64790,UNO,DOS,Nuevo Leon,VENTA VET  SA DE CV
505,AG GRUPO FARMACEUTIC,O SA DE CV,,AV OBSIDIANA,2489,,RESIDENCIAL VICTORIA,GUADALAJARA,44560,ONIX,AGUAMARINA,Jalisco,AG GRUPO FARMACEUTICO  SA DE CV
506,SMART INFORMATION NE,T S DE RL DE CV,,POCITO,100,,CIUDAD DEL SOL,ZAPOPAN,45050,,,Jalisco,SMART INFORMATION NET S DE RL DE CV
507,TRANSPORTES DE CARGA,MEXICANA SA DE CV,,GONZALEZ GALLO,1820,,ATLAS,GUADALAJARA,44870,RIO LA BARCA,RIO TIZAPAN,Jalisco,TRANSPORTES DE CARGAMEXICANA  SA DE CV
508,PROMOCIONES BIOGENET,ICAS#SA DE CV,,CUAUTITLAN,679,A,CHAPALITA,GUADALAJARA,44510,AV# GUADALUPE,AV# LAZARO CARDENAS,Jalisco,PROMOCIONES BIOGENETICAS SA DE CV
509,MUEBLERA LAMIN  SA D,E CV,,CONSTITUYENTES,1032,,CONSTITUCION,ZAPOPAN,45180,NICOLAS,BELENES,Jalisco,MUEBLERA LAMIN  SA DE CV
510,"INMECA BUSTERS,SA DE",CV,,SEBASTIAN BACH,5022,,PRADOS GUADALUPE,ZAPOPAN,45030,AV PATRIA,GOYA,Jalisco,"INMECA BUSTERS, SA DE CV"
511,"GRUPO RIEGO,SA DE CV",,,LAZARO CARDENAS,13,,ATLACOMULCO,JIUTEPEC,62560,AV CHAPULTEPEC,EMILIANO ZAPATA,Morelos,"GRUPO RIEGO, SA DE CV"
512,COMERCIA I.S. SA DE,CV,,BOULEVARD BENITO JUAREZ,103,6,LAS PALMAS,CUERNAVACA,62050,UNO,DOS,Morelos,COMERCIA I.S.  SA DE CV
513,AGRICOLA BARRAGAN SA,DE CV,,CENTRAL DE ABASTOS NAVE C,BOD 13,,TETELCINGO,CUAUTLA,62757,CALLE,CALLE,Morelos,AGRICOLA BARRAGAN SA DE CV
514,"MADERERIA SAMANIEGO,",SA DE CV,,CALLE H Y MARMOLEROS,1600,,INDUSTRIAL,MEXICALI,21010,UNO,DOS,Baja California,"MADERERIA SAMANIEGO, SA DE CV"
515,GRUPO AMERICANO SA D,E CV,,CALLE PRIMERA Y A,94,,LOS ALGODONES,MEXICALI,21970,MARIANO MA LEE,SEGUNDA,Baja California,GRUPO AMERICANO  SA DE CV
516,HAVEL CONSTRUCCIONES,SA DE CV,,SUR 105,706,2,SECTOR POPULAR,IZTAPALAPA,9060,,,CDMX,HAVEL CONSTRUCCIONES SA DE CV
517,MOTELES RESORTS LION,S  SA DE CV,,GUADALUPE POSADAS,44,,STA CATARINA AMPLI,VALLE DE CHALCO SOLIDARIDAD,56619,EJE 10 SUR,ACAPOL,Estado de Mexico,MOTELES RESORTS LIONS  SA DE CV
518,MOTEL AQUARIUS SA DE,CV,,AUTOPISTA  MEX PUEBLA KM 27,508,1,SAN ISIDRO,VALLE DE CHALCO SOLIDARIDAD,56617,PONIENTE 15,NORTE 14,Estado de Mexico,MOTEL AQUARIUS SA DE CV
519,PAPELERA TORREFUERTE,SA DE CV,,PRIV HIDALGO,1 B,,TLALNEPANTLA CENTRO,TLALNEPANTLA,54000,AVE,,Estado de Mexico,PAPELERA TORREFUERTE SA DE CV
520,COMERCIAL PAPELERA T,ENAYUCA#SA DE CV,,ZACATECAS,26,1,VALLE CEYLAN,TLALNEPANTLA,54150,HERMOSILLO,CHIHUAHUA,Estado de Mexico,COMERCIAL PAPELERA TENAYUCA SA DE CV
521,IMPORT SOLUTION SA D,E CV,,NTE 17,135,1,MOCTEZUMA 2A SECCION,VENUSTIANO CARRANZA,15530,OTE 150,OTE 152,CDMX,IMPORT SOLUTION  SA DE CV
522,MEX TELECOM SA DE CV,,,LOPEZ,40,B,CENTRO #AREA 1#,CUAUHTEMOC,6000,ART 123,VICTORIA,CDMX,MEX TELECOM  SA DE CV
523,AVILA SPORT SA DE CV,,,PRIV PATRIOTISMO,75,201,ESCANDON I SECCION,MIGUEL HIDALGO,11800,PROGRESO,MARTI,CDMX,AVILA SPORT  SA DE CV
524,ZUMSAN SA DE CV,,,CALLE MESONES,37,LOC A,CENTRO AREA 8,CUAUHTEMOC,6080,CALLE ISABEL LA CATOLICA,SIMON BOLIVAR,CDMX,ZUMSAN  SA DE CV
525,COMERCIALIZADORA SET,COMPUTERS SA DE CV,,LAZARO CARDENAS,38,12,CENTRO AREA 1,CUAUHTEMOC,6000,BOLIVAR,REPUBLICA DE URUGUAY,CDMX,COMERCIALIZADORA SETCOMPUTERS  SA DE CV
526,ANFA TECNOLOGY STORE,SA DE CV,,C REP DE URUGUAY,14LOC 1A,,CENTRO AREA 1,CUAUHTEMOC,6000,REP DE EL SALVADOR,VENUSTIANO CARRANZA,CDMX,ANFA TECNOLOGY STORE SA DE CV
527,DANROM SA DE CV,,,AV TAMAULIPAS,150,1301 B,CONDESA,CUAUHTEMOC,6140,XOCHICALCO,AV DOC JOSE MA VERTIZ,CDMX,DANROM  SA DE CV
528,GRUPO NETFIRE SA DE,CV,,NUEVO LEON,95,PISO 3,HIPODROMO CONDESA,CUAUHTEMOC,6170,INSURGENTES,MICHOACAN,CDMX,GRUPO NETFIRE  SA DE CV
529,BUSINESS SOLUTIONS A,ND MR S DE RL DE CV,,CIRCUNVALACION DIVISION DEL NORTE,1504,,JARDINES DEL COUNTRY,GUADALAJARA,44210,AVE,AVE,Jalisco,BUSINESS SOLUTIONS AND MR S DE RL DE CV
530,GRUPO DE CONSULTORES,EN DESARROLLOS DE N,EGOCIOS SA DE CV,PRAGA,24,PISO 2,JUAREZ,CUAUHTEMOC,6600,UNO,DOS,CDMX,GRUPO DE CONSULTORESEN DESARROLLOS DE N EGOCIOS  SA DE CV
531,SERVICIOS ASESORIA Y,TRAMITACION R#R SA,DE CV,AV 16 DE SEPTIEMBRE,2,P ALTA,HIDALGO,NICOLAS ROMERO,54434,AV HIDALGO,15 DE SEPTIEMBRE,Estado de Mexico,SERVICIOS ASESORIA YTRAMITACION RR  SA DE CV
532,IMPRESION ARTE PUBLI,CIDAD#SA DE CV,,BERNAL DIAZ DEL CASTILLO,9,,CIUDAD SATELITE,NAUCALPAN,53100,1,2,Estado de Mexico,IMPRESION ARTE PUBLICIDAD SA DE CV
533,DESARROLLOS SOLARES,ARANDAS SA DE CV,,CAMINO AL GALLITO,920,,ARANDAS CENTRO,ARANDAS,47180,CAM,AL GALLITO,Jalisco,DESARROLLOS SOLARES ARANDAS  SA DE CV
534,AGRO NIJELSA SPR DE,RL DE CV,,HIDALGO,359,,PALOS ALTOS,IXTLAHUACAN DEL RIO,45270,JOSE HDEZ RIVAZ,CONOCIDO,Jalisco,AGRO NIJELSA SPR DE RL DE CV
535,TRANSPORTES REAL DE,MINAS#SA DE CV,,2A DE JUAN DE TOLOSA,22,,BENITO JUAREZ,FRESNILLO,99020,LOS,PRADOS,Zacatecas,TRANSPORTES REAL DE MINAS SA DE CV
536,DINAMICA COMPUTACION,AL DE AGUASCALIENTES,S#A# DE C#V#,JARDINES ETERNOS,210,1,LA CONCORDIA,AGUASCALIENTES,20040,MA CONCEPCION MALDONADO,MONTEBELLO,Aguascalientes,DINAMICA COMPUTACIONAL DE AGUASCALIENTES SA DE CV
537,BUFFET DE INGENIERIA,EN TELECOMUNICACION,ES SA DE CV,AVENIDA HEROE DE NACOZARI NORTE,104,,LA PURISIMA,AGUASCALIENTES,20259,ALAMEDA,J REFUGIO REYES,Aguascalientes,BUFFET DE INGENIERIAEN TELECOMUNICACION ES  SA DE CV
538,CORPORATIVO KALED S,DE RL DE CV,,FLORES,404,,HERIBERTO KEHOE VICE,CENTRO,86030,UNO,DOS,Tabasco,CORPORATIVO KALED S DE RL DE CV
539,CRUSTACEOS CONGELADO,S SA DE CV,,CALLE SIN NOMBRE,LOTE1Y2,,LERMA,CAMPECHE,24500,CALLE SN,AVENIDA UNO ORIENTE,Campeche,CRUSTACEOS CONGELADOS  SA DE CV
540,CHICANNA ECOVILLAGE,SA DE CV,,CARR ESCARCEGA CHETUMAL,KM 144,,XPUJIL,CALAKMUL,24640,,,Campeche,CHICANNA ECOVILLAGE  SA DE CV
541,GRECIA SA DE CV,,,PERIF KM 45418 TABLAJE 18820,18820,,POLIGONO TIXCACAL OP,MERIDA,97314,,,Yucatan,GRECIA  SA DE CV
542,EQUIPO LACTEOS DEL N,ORTE# S#A# DE C#V#,,KM# 15 CARR#CUAUHEMOC #COL# ALVARO OBREGON,124,,CIUDAD CUAUHTEMOC CENTRO,CUAUHTEMOC,31500,KM 14 CARR A ALVARO OBREG,KM 16 CARR A ALVARO OBREG,Chihuahua,EQUIPO LACTEOS DEL NORTE  SA DE CV
543,GRUPO GLOBAL DE NEGO,CIOS GML SA DE CV,,VIA BORELLI,210,A,FUENTES DEL VALLE,SAN PEDRO GARZA GARCIA,66220,VIA LACTEA,VIA SEPTEMBER,Nuevo Leon,GRUPO GLOBAL DE NEGOCIOS GML  SA DE CV
544,CORTES Y DOBLECES DE,ACAPULCO SA DE CV,,PRIV ALDAMA,2,,CAYACO,ACAPULCO DE JUAREZ,39905,FTE A LABORATORIOS,DI,Guerrero,CORTES Y DOBLECES DEACAPULCO  SA DE CV
545,AURUM COMERCIAL EMPR,ESARIAL SA DE CV,,BLVD HERMANOS SERDAN 45 PENTHOUSE,PISO 8,801,AMOR,PUEBLA,72140,33 NORTE,6 PONIENTE,Puebla,AURUM COMERCIAL EMPRESARIAL  SA DE CV
546,VIQUEZ INTERNACIONAL,#SA DE CV,,CAMINO REAL DE BUENAVISTA,50,,BUENAVISTA,ZUMPANGO,55600,RANCHO PALOMA,RANCHO BUENA VISTA,Estado de Mexico,VIQUEZ INTERNACIONAL SA DE CV
547,JSG TRANSPORTACION Y,LOGISTICA SA DE CV,,PABLO LIVAS,2300,L 3,TOLTECA,GUADALUPE,67170,,,Nuevo Leon,JSG TRANSPORTACION YLOGISTICA  SA DE CV
548,ELECMA INDUSTRIAL SA,DE CV,,ALFONSO REYES,3010,,BERNARDO REYES,MONTERREY,64280,,,Nuevo Leon,ELECMA INDUSTRIAL SA DE CV
549,FOR SA DE CV,,,TIHUATLAN,41,,SAN JERONIMO ACULCO,LA MAGDALENA CONTRERAS,10400,AVENIDA DE LAS FUENTES,BOULEVARD DE LA LUZ,CDMX,FOR  SA DE CV
550,CONSTRUCTORA YAXAR S,A DE CV,,EBANO,1607,,VILLAS DEL ALAMO,MINERAL DE LA REFORMA,42184,,,Hidalgo,CONSTRUCTORA YAXAR  SA DE CV
551,LOGISTICA DE SERVICI,OS INTEGRADOS DEL GO,LFO SA DE CV,GUERRERO,1 ALTOS,LOC 9,CENTRO,HUAUCHINANGO,73160,P JUAREZ,P ZARAGOZA,Puebla,LOGISTICA DE SERVICIOS INTEGRADOS DEL GOLFO  SA DE CV
552,SEMACOP SA DE CV,,,REVILLAGIGEDO,911,,FORMANDO HOGAR,VERACRUZ,91897,ESQ JP SILVA,CALLE,Veracruz,SEMACOP  SA DE CV
553,GARPABA SA DE CV,,,PSO DE LOS SICOMOROS,238,,ARBOLEDAS DE SAN JAVIER,PACHUCA DE SOTO,42084,PSO DE LOS FICUS,PRIV DE LOS GUNIPEROS,Hidalgo,GARPABA  SA DE CV
554,KISA IMPORTACIONES S,A DE CV,,FUENTE DE HERMES,6,SN,LOMAS DE TECAMACHALCO,NAUCALPAN DE JUAREZ,53950,FUENTE M LUISA,FUENTE DE MARCELA,Estado de Mexico,KISA IMPORTACIONES  SA DE CV
555,SERCOM DE COLIMA SA,DE CV,,AV TECNOLOGICO,35 A,,LOMAS VISTA HERMOSA,COLIMA,28010,,,Colima,SERCOM DE COLIMA  SA DE CV
556,COMERCIALIZADORA SED,ARI SA DE CV,,TEYOCOTITLA,188,7,FLORIDA,ALVARO OBREGON,1030,HORTENSIA,JUVENTINO ROSAS,CDMX,COMERCIALIZADORA SEDARI  SA DE CV
557,BISOLTEC DE MEXICO S,A DE CV,,SUR 75A,4309,1,VIADUCTO PIEDAD,IZTACALCO,8200,VIADUCTO,CORUA,CDMX,BISOLTEC DE MEXICO  SA DE CV
558,SISTEMA DE ENSE#ANZA,COMPUTACIONAL SA DE,CV,CEBORUCO,2511,1,REAL DE SAN JAVIER,METEPEC,52169,CALLE 123,CALLE  213,Estado de Mexico,SISTEMA DE ENSEANZACOMPUTACIONAL  SA DE CV
559,PRODUCCIONES ASFALTI,CAS SOLEDAD SA DE CV,,LUIS DONALDO COLOSIO,351,,SOLEDAD DE GRACIANO,SOLEDAD DE GRACIANO SANCHEZ,78430,MORELOS,15 DE  MAYO,San Luis Potosi,PRODUCCIONES ASFALTICAS SOLEDAD  SA DE CV
560,COMERCIALIZADORA ADI,SH S DE RL DE CV,,HECTOR ESPINOZA,208,########,ESCUADRON 201,IZTAPALAPA,9060,QWE,ASD,CDMX,COMERCIALIZADORA ADISH S DE RL DE CV
561,GRUPO RODARTE ESPINO,ZA SA DE CV,,CARR A NAVOLATO,8612,A,ALTOS DE BACHIGUALATO,CULIACAN,80130,UNO,DOS,Sinaloa,GRUPO RODARTE ESPINOZA  SA DE CV
562,TOYPOLIS SA DE CV,,,HOMERO,1425,105,POLANCO V SECCION,MIGUEL HIDALGO,11560,UNO,DOS,CDMX,TOYPOLIS  SA DE CV
563,COMERCIALIZADORA Y E,NVASADORA TYM SA DE,CV,REVOLUCION,122,,SAN JUAN CUAUTLANCINGO,CUAUTLANCINGO,72700,CORRECOR IND,CUAUTLANCINGO,Puebla,COMERCIALIZADORA Y ENVASADORA TYM  SA DE CV
564,COMERCIALIZADORA CAD,OS SA DE CV,,HUIXTLA,74,,LAS TORRES,TUXTLA GUTIERREZ,29045,AV TAPACHULA,AV YAJALON,Chiapas,COMERCIALIZADORA CADOS  SA DE CV
565,TRANSPORTES MAVA SA,DE CV,,AV BENITO JUAREZ,SN,########,BAHIA TORTUGAS SUR,MULEGE,23950,BENITO JUAREZ,SECTOR PURISIMA N,Baja California Sur,TRANSPORTES MAVA  SA DE CV
566,UNIDAD ESTRATEGICA D,E CONSTRUCCIONES SA,DE CV,LOMAS DE NAHUATZEN,11,C,LOMAS DE MORELIA,MORELIA,58210,LOK,LOK,Michoacan,UNIDAD ESTRATEGICA DE CONSTRUCCIONES  SA DE CV
567,REFACCIONARIA MODI S,A DE CV,,AV JUAREZ NORTE,126,B,EL PEDREGAL,TIZAYUCA,43802,FRANCISCO VILLA,SANTOS DEGOLLADO PROL ALD,Hidalgo,REFACCIONARIA MODI  SA DE CV
568,RADIADORES DINOS SA,DE CV,,HERREROS DE SAN FELIPE,792,,VASCO DE QUIROGA,MORELIA,58230,TZINTZUNTZAN,MUSICOS DE T,Michoacan,RADIADORES DINOS  SA DE CV
569,ALCASA COMERCIAL SA,DE CV,,NARDO,112,########,OBREGON,LEON,37320,27 DE SEPTIEMBRE,CAMELIA,Guanajuato,ALCASA COMERCIAL  SA DE CV
570,INTERCOMERCIAL ALCAS,A SA DE CV,,PRINCIPAL A SAN JUAN ABAJO,118,,SAN JUAN DE ABAJO,LEON,37684,BLVD HERMENEGILDO BU,PELETEROS,Guanajuato,INTERCOMERCIAL ALCASA  SA DE CV
571,CEPANCA CONSTRUCCION,ES SA DE CV,,ALBERTO TERRONES SUR,214,A,VICTORIA DE DURANGO,DURANGO,34000,NEGRETE,AV 20 DE NOVIEMBRE,Durango,CEPANCA CONSTRUCCIONES  SA DE CV
572,LARA VEGA SERVICIOS,INTEGRALES SA DE CV,,RETORNO DON JOSE,12ANEXO,B2 1,FRACC INSDUTRIAL BALVANERA,CORREGIDORA,76908,UNO,DOS,Queretaro,LARA VEGA SERVICIOS INTEGRALES  SA DE CV
573,FERRETERIA RROY SA D,E CV,,LOPEZ COTILLA,73,,STA PAULA,TONALA,45400,SAN JUAN,OBRERO,Jalisco,FERRETERIA RROY  SA DE CV
574,SSIGA SA DE CV,,,55,SN,,MIAMI,CARMEN,24115,SIN REFERENCIA,SIN REFERENCIA,Campeche,SSIGA  SA DE CV
575,INOXIDABLES Y MANUFA,CTURAS DE COAHUILA S,A DE CV,AV PRIMERA,632,,NAZARIO ORTIZ GARZA,SALTILLO,25110,ZEFERINO DMGZ,RAYMUNDO DEL BOSQUE,Coahuila,INOXIDABLES Y MANUFACTURAS DE COAHUILA  SA DE CV
576,"EDUTELSA,SA DE CV",,,PERIFERICO LUIS ECHEVERRIA,1560,PISO 10,GUANAJUATO ORIENTE,SALTILLO,25286,PRINCIPAL,CERRADA,Coahuila,"EDUTELSA, SA DE CV"
577,PROVEEDORA INDUSTRIA,L IRGO#SA DE CV,,PRIVADA ROBLE,1426,,FRACC LOS NOGALES,MONCLOVA,25730,PRINCIPAL,PRINCIPAL,Coahuila,PROVEEDORA INDUSTRIAL IRGO SA DE CV
578,DOS MS GENERAL DE CO,NSTRUCCIONES# SA DE,CV,SARA PEREZ DE MADERO,109,,FRANCISCO I MADERO,DURANGO,34159,#,#,Durango,DOS MS GENERAL DE CONSTRUCCIONES  SA DE CV
579,FLOCAR AUTOMOTRIZ DE,LOS ALTOS SA DE CV,,22 DE OCTUBRE,665,,COL LAS PALMAS,APATZINGAN,60699,CARRETERA,CARRETERA,Michoacan,FLOCAR AUTOMOTRIZ DELOS ALTOS  SA DE CV
580,"JR TRUKING,SA DE CV",,,JOSE MA MARTINEZ,1438,,TAMAZULA DE GORDIANO,TAMAZULA DE GORDIANO,49650,UNO,DOS,Jalisco,"JR TRUKING, SA DE CV"
581,TAE TRANSPORTES SA D,E CV,,ESTATAL LIBRE PENJAMO PASTOR ORTIZ,SIN NUM,,ESTACION PENJAMO,PENJAMO,36901,ESTACION,PENJAMO,Guanajuato,TAE TRANSPORTES  SA DE CV
582,CENTRO FERRETERO Y C,ONSTRUCTORA EL FENIX,SA DE CV,CARRETERA NACIONAL CHILPANCINGO CHILAPA,KM53,,LOS ANGELES,CHILAPA DE ALVAREZ,41100,NORTE,SUR,Guerrero,CENTRO FERRETERO Y CONSTRUCTORA EL FENIX SA DE CV
583,PROCESADORA DE ALIME,NTOS HIDALGO SA DE C,V,BLVD VALLE DE SAN JAVIER,101,1ER PISO,FRACC VALLE DE SAN J,PACHUCA DE SOTO,42086,AVENIDA RIO DE LAS AVENID,AVENIDA CUESCO,Hidalgo,PROCESADORA DE ALIMENTOS HIDALGO  SA DE CV
584,COMERCIALIZADORA CYN,US SA DE CV,,1RA CDA ESMERALDA,801,,MINERAL DE LA REFORMA,MINERAL DE LA REFORMA,42181,,,Hidalgo,COMERCIALIZADORA CYNUS  SA DE CV
585,CENTRAL PAPELERA TUL,ANCINGO#SA DE CV,,1RO DE MAYO ORIENTE,214,,TULANCINGO CENTRO,TULANCINGO DE BRAVO,43600,,,Hidalgo,CENTRAL PAPELERA TULANCINGO SA DE CV
586,CENTRO DE DIAGNOSTIC,O MEDICO PRISMA SA D,E CV,AVENIDA INSURGENTES,23,,CENTRO,IXMIQUILPAN,42300,HEROES DE CHAPULTEPEC,LA HUASTECA,Hidalgo,CENTRO DE DIAGNOSTICO MEDICO PRISMA  SA DE CV
587,DISTRIBUIDORA AVICOL,A TEXCAPA SA DE CV,,CARR MEXICO TUXP KM 100 500,1,,TEXCAPA,HUAUCHINANGO,73160,LOCALIDAD,TEXCAPA,Puebla,DISTRIBUIDORA AVICOLA TEXCAPA  SA DE CV
588,SIGMA MEXICO SA DE C,V,,ORIENTE 4,1020,,CIUDAD INDUSTRIAL,MORELIA,58200,D,X,Michoacan,SIGMA MEXICO  SA DE CV
589,GRUPO RIVERA LI#AN S,A DE CV,,RICARDO FLORES MAGON,201 T,,OAXACA CENTRO,OAXACA DE JUAREZ,68000,LAS CASAS,FLORES MAGON,Oaxaca,GRUPO RIVERA LIAN  SA DE CV
